TOC_Event_Id,Location_ID,Sample_Date,TOC_pct,TOC_BDL,TN_pct,TN_BDL,Notes,Lab_methods,Lab,Certified_Date,Certified_By
485,COLO_Hx10_01,9/29/2020,2.255,FALSE,0.280,FALSE,temperature = 23.04 salinity = 0.79 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
486,COLO_Hx11_07,9/29/2020,3.435,FALSE,0.353,FALSE,Very soft mud; temperature = 23.05 salinity = 0.71 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
487,COLO_Hx12_07,9/29/2020,1.866,FALSE,0.149,FALSE,temperature = 22.88 salinity = 0.78 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
488,COLO_Hx13_07,9/29/2020,0.488,FALSE,0.048,FALSE,temperature =  salinity =  ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
489,COLO_Hx14_07,9/29/2020,0.301,FALSE,0.032,FALSE,Very rocky/close to bridge; temperature = 22.51 salinity = 0.26 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
490,COLO_Hx15_01,9/29/2020,2.799,FALSE,0.324,FALSE,Muddy; temperature = 22.55 salinity = 0.16 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
491,COLO_Hx16_07,9/29/2020,0.601,FALSE,0.043,FALSE,temperature = 23.76 salinity = 0.16 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
492,COLO_Hx17_07,9/29/2020,1.160,FALSE,0.121,FALSE,temperature = 22.93 salinity = 0.16 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
493,COLO_Hx18_07,9/29/2020,3.417,FALSE,0.316,FALSE,Clay; temperature = 23.34 salinity = 0.33 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
494,COLO_Hx19_07,9/29/2020,2.955,FALSE,0.311,FALSE,temperature = 22.96 salinity = 0.59 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
495,COLO_Hx20_01,9/29/2020,2.429,FALSE,0.261,FALSE,temperature = 22.75 salinity = 0.67 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
496,COLO_Hx21_07,9/29/2020,3.168,FALSE,0.363,FALSE,temperature = 22.8 salinity = 0.81 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
497,COLO_Hx22_07,9/29/2020,1.866,FALSE,0.149,FALSE,temperature = 22.91 salinity = 0.82 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
498,COLO_Hx23_07,9/29/2020,0.570,FALSE,0.059,FALSE,temperature = 22.81 salinity = 0.92 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
499,COLO_Hx24_07,9/29/2020,1.171,FALSE,0.102,FALSE,Rocky; temperature = 22.58 salinity = 0.3 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
500,COLO_Hx25_01,9/29/2020,4.280,FALSE,0.456,FALSE,Muddy; temperature = 22.5 salinity = 0.18 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
501,COLO_Hx26_07,9/29/2020,1.511,FALSE,0.141,FALSE,Clay; temperature = 23.05 salinity = 0.2 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
502,COLO_Hx27_07,9/29/2020,0.351,FALSE,0.031,FALSE,temperature = 22.84 salinity = 0.19 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
503,COLO_Hx28_07,9/29/2020,2.174,FALSE,0.150,FALSE,Sandy; temperature = 22.52 salinity = 0.22 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
504,COLO_Hx29_07,9/29/2020,2.787,FALSE,0.101,FALSE,Muddy; temperature = 22.45 salinity = 0.15 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
505,COLO_Hx30_01,9/29/2020,5.139,FALSE,0.385,FALSE,temperature =  salinity =  ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
506,COLO_TC_A,10/1/2020,6.434,FALSE,0.433,FALSE,Wormley; very dark/muddy; temperature = 21.48 salinity = 16.51 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
507,COLO_TC_B,10/1/2020,,TRUE,,TRUE,Field; combination sediments; temperature = 21.14 salinity = 15.46 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
508,COLO_TC_C,10/1/2020,0.815,FALSE,0.062,FALSE,Felgate; sandy; temperature = 21.22 salinity = 15.28 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
509,COLO_TC_D,10/1/2020,2.105,FALSE,0.154,FALSE,Kings; combination sediments; temperature = 19.83 salinity = 9.05 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
510,COLO_TC_E,10/1/2020,5.526,FALSE,0.469,FALSE,Cub; muddy; temperature = 20.9 salinity = 8.56 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
511,COLO_TC_F,9/29/2020,0.397,FALSE,0.034,FALSE,Halfway; temperature = 23.01 salinity = 1.06 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
512,COLO_TC_G,9/29/2020,,TRUE,,TRUE,College; shelly; temperature = 22.73 salinity = 1.52 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
513,COLO_TC_H,9/29/2020,0.658,FALSE,0.061,FALSE,Mill Creek logging station; temperature = 23.16 salinity = 0.71 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
514,COLO_TC_I,9/29/2020,2.672,FALSE,0.250,FALSE,Neck-O-Land; temperature =  salinity =  ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
515,COLO_TC_J,9/29/2020,3.544,FALSE,0.350,FALSE,Back; temperature = 23.04 salinity = 0.36 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
516,COLO_TC_K,9/29/2020,2.814,FALSE,0.260,FALSE,Kingsmill; muddy; temperature = 22.74 salinity = 0.81 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
517,COLO_TC_L,9/29/2020,0.537,FALSE,0.044,FALSE,Passmore; temperature = 22.22 salinity = 1.11 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
518,COLO_TC_M,9/29/2020,0.840,FALSE,0.082,FALSE,Black Duck Gut; temperature = 22.02 salinity = 0.57 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
519,COLO_TC_N,9/29/2020,0.668,FALSE,0.045,FALSE,Unnamed; rocky/sandy; temperature = 22.7 salinity = 1.51 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
520,GATE_Hx10_09,8/21/2020,0.180,FALSE,,TRUE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
521,GATE_Hx07_T_(old11),8/21/2020,0.214,FALSE,0.018,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
